"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","GDEXPRD","TOT","MLN_USD","A","2009",568.529487347114,
"LTU","GDEXPRD","TOT","MLN_USD","A","2010",546.240511988558,
"LTU","GDEXPRD","TOT","MLN_USD","A","2011",667.337759308283,
"LTU","GDEXPRD","TOT","MLN_USD","A","2012",685.294658638168,
"LTU","GDEXPRD","TOT","MLN_USD","A","2013",753.324592840702,
"LTU","GDEXPRD","TOT","MLN_USD","A","2014",846.173820349162,
"LTU","GDEXPRD","TOT","MLN_USD","A","2015",874.214683551851,
"LTU","GDEXPRD","TOT","MLN_USD","A","2016",723.31753786061,
"LTU","GDEXPRD","TOT","MLN_USD","A","2017",802.447312718335,
"LTU","GDEXPRD","TOT","MLN_USD","A","2018",813.368723680383,
"LTU","GDEXPRD","TOT","PC_GDP","A","1995",0.42865458683637,
"LTU","GDEXPRD","TOT","PC_GDP","A","1996",0.49155104648555,
"LTU","GDEXPRD","TOT","PC_GDP","A","1997",0.53658466632069,
"LTU","GDEXPRD","TOT","PC_GDP","A","1998",0.54376614956004,
"LTU","GDEXPRD","TOT","PC_GDP","A","1999",0.50200282323556,
"LTU","GDEXPRD","TOT","PC_GDP","A","2000",0.58479927984631,
"LTU","GDEXPRD","TOT","PC_GDP","A","2001",0.6667925356168,
"LTU","GDEXPRD","TOT","PC_GDP","A","2002",0.65669585097614,
"LTU","GDEXPRD","TOT","PC_GDP","A","2003",0.66338964568348,
"LTU","GDEXPRD","TOT","PC_GDP","A","2004",0.75065835716091,
"LTU","GDEXPRD","TOT","PC_GDP","A","2005",0.74741158010353,
"LTU","GDEXPRD","TOT","PC_GDP","A","2006",0.79118978482486,
"LTU","GDEXPRD","TOT","PC_GDP","A","2007",0.80092526678468,
"LTU","GDEXPRD","TOT","PC_GDP","A","2008",0.7884413379123,
"LTU","GDEXPRD","TOT","PC_GDP","A","2009",0.82967324845331,
"LTU","GDEXPRD","TOT","PC_GDP","A","2010",0.78550324967513,
"LTU","GDEXPRD","TOT","PC_GDP","A","2011",0.90510483427329,
"LTU","GDEXPRD","TOT","PC_GDP","A","2012",0.89514597669016,
"LTU","GDEXPRD","TOT","PC_GDP","A","2013",0.95019606493856,
"LTU","GDEXPRD","TOT","PC_GDP","A","2014",1.03113818679943,
"LTU","GDEXPRD","TOT","PC_GDP","A","2015",1.04408076619727,
"LTU","GDEXPRD","TOT","PC_GDP","A","2016",0.84233369986857,
"LTU","GDEXPRD","TOT","PC_GDP","A","2017",0.89640803298962,
"LTU","GDEXPRD","TOT","PC_GDP","A","2018",0.87665627423597,
